LoanID,CustomerID,LoanType,Amount,InterestRate,TermMonths,DisbursementDate
LOAN000392,CUST001086,Personal,74947.16,11.92,48,22/05/2022
LOAN000393,CUST000477,Home,1625783.05,24.24,120,2021-09-24
LOAN000394,CUST002169,Home,895107.46,21.46,180,30/01/2024
LOAN000395,CUST001496,Personal,146291.85,13.29,24,2024-06-14
LOAN000396,CUST002230,Home,1950577.18,14.41,360,2023-01-04
LOAN000397,CUST001021,Personal,38159.31,22.95,12,19/08/2025
LOAN000398,CUST002295,Personal,135784.84,14.48,36,27/09/2024
LOAN000399,CUST001934,Personal,142955.98,17.35,60,25/04/2026
LOAN000400,CUST002866,Personal,138354.41,8.83,240,2023-04-19
LOAN000401,CUST001942,Home,1655246.04,23.43,120,17/09/2021
LOAN000402,CUST002220,Home,1026087.5,17.19,180,2022-06-14
LOAN000403,CUST002159,Home,851108.37,15.99,180,25/02/2023
LOAN000404,CUST002993,Vehicle,156512.58,19.74,24,2025-06-16
LOAN000405,CUST000274,Personal,109857.98,14.43,36,29/04/2023
LOAN000406,CUST001103,Vehicle,115438.41,14.56,240,2021-12-03
LOAN000407,CUST000701,Home,1557526.46,14.56,240,18/10/2024
LOAN000408,CUST000227,Home,1702902.3,15.87,360,25/05/2023
LOAN000409,CUST000055,Home,1884407.49,17.47,180,26/05/2025
LOAN000410,CUST000886,Vehicle,203711.99,14.42,60,2022-03-02
LOAN000411,CUST002435,Home,449471.72,10.17,360,2023-02-18
LOAN000412,CUST002049,Home,755414.87,19.74,240,14/08/2021
LOAN000413,CUST002034,Personal,18869.8,18.1,48,08/03/2023
LOAN000414,CUST000536,Vehicle,262206.73,8.3,60,2023-11-09
LOAN000415,CUST000612,Vehicle,203902.97,24.37,120,24/06/2025
LOAN000416,CUST001953,Personal,125544.4,17.69,240,2025-12-27
LOAN000417,CUST001524,Vehicle,581626.59,23.41,120,2024-04-30
LOAN000418,CUST000342,Personal,67256.67,12.41,48,2023-06-18
LOAN000419,CUST001240,Personal,136085.47,19.61,48,2024-07-11
LOAN000420,CUST002388,Home,808345.43,14.67,180,28/02/2024
LOAN000421,CUST002839,Personal,55144.92,8.72,24,26/01/2022
LOAN000422,CUST002981,Vehicle,491697.55,15.32,48,07/12/2022
LOAN000423,CUST001217,Vehicle,538571.62,10.83,36,22/07/2024
LOAN000424,CUST002126,Personal,96301.36,16.12,48,29/11/2025
LOAN000425,CUST000913,Home,873849.36,23.06,240,2025-10-18
LOAN000426,CUST001107,Personal,93940.58,23.65,24,2021-12-07
LOAN000427,CUST000208,Vehicle,382214.83,18.4,48,2025-12-16
LOAN000428,CUST001979,Vehicle,297854.11,11.47,36,22/08/2023
LOAN000429,CUST002843,Personal,46757.66,22.0,240,2025-04-14
LOAN000430,CUST002456,Home,561442.53,11.52,360,2023-02-17
LOAN000431,CUST000411,Vehicle,407355.11,19.31,12,2023-02-21
LOAN000432,CUST000756,Home,1905178.64,21.76,360,15/07/2022
LOAN000433,CUST001725,Home,739661.92,17.45,240,2025-07-07
LOAN000434,CUST000913,Personal,96949.49,11.28,60,08/01/2024
LOAN000435,CUST000671,Vehicle,313155.06,10.25,36,2026-06-09
LOAN000436,CUST001972,Vehicle,435883.78,21.2,120,2023-08-21
LOAN000437,CUST001767,Home,1311718.41,20.88,180,2022-03-05
LOAN000438,CUST000044,Vehicle,202864.36,8.24,36,2022-05-29
LOAN000439,CUST000228,Personal,92741.51,15.02,120,05/03/2023
LOAN000440,CUST001850,Home,1729208.79,16.26,180,2023-06-13
LOAN000441,CUST002927,Vehicle,422502.53,23.53,12,2024-05-26
LOAN000442,CUST002966,Vehicle,336208.84,19.77,24,2022-12-20
LOAN000443,CUST002339,Vehicle,501940.89,11.41,36,2024-09-24
LOAN000444,CUST001136,Home,1462646.83,13.06,120,2025-10-11
LOAN000445,CUST001421,Vehicle,175276.85,10.54,120,05/06/2026
LOAN000446,CUST002093,Vehicle,183026.57,9.22,240,2026-01-19
LOAN000447,CUST002577,Personal,7855.6,23.13,24,2022-12-19
LOAN000448,CUST000733,Personal,31214.33,10.15,240,15/09/2025
LOAN000449,CUST000645,Home,1269096.72,8.46,360,2023-07-19
LOAN000450,CUST001019,Home,1856952.69,21.79,180,21/12/2025
LOAN000451,CUST001329,Personal,123733.77,16.8,36,30/01/2026
LOAN000452,CUST000215,Personal,121575.91,12.26,120,2021-10-04
LOAN000453,CUST001252,Vehicle,572077.73,8.74,48,2024-09-26
LOAN000454,CUST002092,Home,1754946.58,21.43,180,2021-11-27
LOAN000455,CUST001415,Home,428125.12,23.22,180,12/01/2022
LOAN000456,CUST000281,Vehicle,241231.4,18.23,36,07/07/2025
LOAN000457,CUST002033,Personal,53311.33,24.02,36,14/02/2025
LOAN000458,CUST001138,Home,595252.0,14.63,180,2022-12-01
LOAN000459,CUST002750,Home,997879.46,19.15,120,10/04/2025
LOAN000460,CUST000004,Vehicle,84814.23,15.47,240,2023-07-15
LOAN000461,CUST002052,Home,561532.65,21.57,360,20/04/2024
LOAN000462,CUST000884,Vehicle,239157.41,19.55,120,08/02/2023
LOAN000463,CUST000156,Personal,137371.07,9.4,60,2024-07-30
LOAN000464,CUST000887,Home,1009916.28,17.94,120,02/07/2023
LOAN000465,CUST000157,Vehicle,359732.43,12.39,24,28/12/2024
LOAN000466,CUST001670,Vehicle,368528.55,24.32,12,20/10/2023
LOAN000467,CUST001447,Vehicle,354269.96,23.73,120,2025-09-28
LOAN000468,CUST002281,Home,1423425.22,16.83,360,2026-04-28
LOAN000469,CUST002927,Home,1190809.19,16.0,180,2022-03-01
LOAN000470,CUST001190,Vehicle,430079.37,15.29,240,2023-05-28
LOAN000471,CUST002979,Home,1013957.44,20.11,180,2024-08-09
LOAN000472,CUST002452,Vehicle,393903.43,17.66,60,16/09/2021
LOAN000473,CUST000838,Personal,98023.77,14.66,60,2021-10-19
LOAN000474,CUST001553,Home,747840.3,16.67,360,13/08/2021
LOAN000475,CUST000414,Home,1776275.43,8.96,360,30/01/2022
LOAN000476,CUST001648,Home,896860.29,11.11,240,26/02/2023
LOAN000477,CUST002687,Personal,139288.61,15.14,120,2024-12-12
LOAN000478,CUST001756,Personal,109365.08,13.26,36,2023-09-16
LOAN000479,CUST000076,Personal,116726.9,19.28,24,2022-05-27
LOAN000480,CUST001703,Home,1247256.17,9.37,180,04/07/2022
LOAN000481,CUST001076,Vehicle,523099.24,19.07,24,2026-01-02
LOAN000482,CUST001402,Home,793123.01,12.65,120,2023-05-19
LOAN000483,CUST002256,Vehicle,426220.15,22.17,60,03/01/2026
LOAN000484,CUST001270,Home,702732.64,14.07,180,08/06/2026
LOAN000485,CUST002156,Personal,6912.49,11.32,24,2026-02-28
LOAN000486,CUST002520,Personal,9336.76,12.85,24,2025-11-01
LOAN000487,CUST002328,Personal,76299.2,17.36,48,04/11/2022
LOAN000488,CUST002840,Home,1002630.91,10.89,360,2025-06-05
LOAN000489,CUST001853,Vehicle,155541.51,21.04,24,10/02/2022
LOAN000490,CUST001176,Personal,5605.75,8.18,24,24/03/2026
LOAN000491,CUST000756,Vehicle,587308.81,13.75,12,07/12/2021
LOAN000492,CUST002577,Vehicle,216445.15,10.39,60,2023-03-09
LOAN000493,CUST000737,Home,984329.79,11.28,120,2024-07-31
LOAN000494,CUST002391,Home,799651.91,17.19,120,2025-07-25
LOAN000495,CUST002260,Home,538909.61,21.6,240,23/11/2022
LOAN000496,CUST002843,Home,325182.38,17.16,240,28/05/2022
LOAN000497,CUST001891,Vehicle,456577.19,11.58,24,2022-03-30
LOAN000498,CUST002184,Home,684818.4,8.05,120,2023-10-31
LOAN000499,CUST000498,Home,1373207.36,18.01,240,2022-03-09
LOAN000500,CUST001861,Vehicle,124340.28,23.69,36,2025-10-21
LOAN000501,CUST002377,Vehicle,512026.02,21.49,240,2025-04-09
LOAN000502,CUST002455,Vehicle,577334.8,9.99,120,07/12/2025
LOAN000503,CUST001186,Vehicle,427921.96,8.6,24,2026-04-26
LOAN000504,CUST002113,Personal,42965.88,9.3,12,2023-08-07
LOAN000505,CUST000642,Home,1971564.81,12.98,180,2023-10-06
LOAN000506,CUST000158,Home,1436477.99,16.24,360,02/03/2022
LOAN000507,CUST001857,Personal,88016.07,9.24,48,29/02/2024
LOAN000508,CUST001449,Vehicle,134374.56,20.77,240,29/05/2024
LOAN000509,CUST001344,Home,512743.57,19.01,360,26/10/2024
LOAN000510,CUST000912,Vehicle,457334.83,11.24,12,15/05/2026
LOAN000511,CUST000016,Home,1366558.95,18.01,360,2023-02-24
LOAN000512,CUST001184,Personal,93226.5,9.05,60,28/02/2025
LOAN000513,CUST001748,Home,1716874.65,20.71,180,04/09/2022
LOAN000514,CUST001425,Home,411124.97,16.01,120,12/11/2022
LOAN000515,CUST002469,Personal,17700.42,14.57,60,09/01/2023
LOAN000516,CUST000154,Home,460855.86,14.26,360,21/12/2021
LOAN000517,CUST001901,Personal,13907.76,17.93,48,24/04/2024
LOAN000518,CUST001034,Vehicle,387289.85,16.49,60,10/11/2025
LOAN000519,CUST000220,Personal,135236.55,23.53,12,23/10/2024
LOAN000520,CUST002679,Home,422087.19,15.86,180,08/03/2025
LOAN000521,CUST001820,Vehicle,594919.82,16.68,12,2022-07-30
LOAN000522,CUST000214,Personal,69140.71,24.77,240,13/12/2021
LOAN000523,CUST000353,Vehicle,219385.75,23.94,36,07/05/2026
LOAN000524,CUST000956,Home,1018885.91,19.08,180,11/11/2021
LOAN000525,CUST001533,Vehicle,444691.44,23.86,36,2021-08-18
LOAN000526,CUST000865,Vehicle,433447.13,20.15,240,18/08/2022
LOAN000527,CUST002529,Personal,136496.37,19.59,36,2025-08-04
LOAN000528,CUST002940,Home,1965909.44,9.44,360,28/06/2022
LOAN000529,CUST002327,Vehicle,597113.8,22.62,24,29/01/2022
LOAN000530,CUST000624,Vehicle,337561.16,23.67,120,2022-08-04
LOAN000531,CUST001350,Vehicle,519814.71,24.37,48,2024-06-21
LOAN000532,CUST001857,Vehicle,502276.46,19.05,60,29/02/2024
LOAN000533,CUST000823,Vehicle,205541.53,21.26,60,15/10/2025
LOAN000534,CUST001491,Vehicle,303818.97,17.23,36,2025-04-22
LOAN000535,CUST000486,Home,1702086.1,22.83,180,2023-02-06
LOAN000536,CUST001520,Home,341645.95,20.55,180,19/10/2023
LOAN000537,CUST000064,Home,1693337.49,9.27,360,28/04/2022
LOAN000538,CUST000946,Vehicle,267521.99,17.93,12,2024-01-18
LOAN000539,CUST002967,Home,1108241.36,16.91,120,23/01/2026
LOAN000540,CUST000517,Home,1291425.07,18.02,240,2022-08-23
LOAN000541,CUST000030,Home,1870658.13,8.33,120,2023-05-10
LOAN000542,CUST001738,Personal,101747.24,8.78,36,2026-05-13
LOAN000543,CUST002554,Vehicle,489646.28,18.41,240,2025-11-01
LOAN000544,CUST002278,Personal,142396.03,16.41,120,2024-02-03
LOAN000545,CUST002558,Vehicle,275243.36,8.39,60,27/05/2025
LOAN000546,CUST001081,Home,1445551.45,19.08,120,2022-06-28
LOAN000547,CUST002573,Home,1904690.39,24.76,180,07/12/2022
LOAN000548,CUST002173,Home,419352.39,17.02,120,2022-05-17
LOAN000549,CUST001178,Personal,64545.8,9.62,48,28/01/2023
LOAN000550,CUST000120,Personal,97520.87,10.21,240,05/11/2025
LOAN000551,CUST001735,Home,1473472.45,16.32,180,03/10/2024
LOAN000552,CUST001122,Vehicle,520760.68,7.76,48,2022-04-16
LOAN000553,CUST000935,Personal,37672.59,18.96,60,16/11/2025
LOAN000554,CUST001648,Personal,119317.13,21.51,120,2025-03-25
LOAN000555,CUST002479,Personal,60177.47,22.22,36,01/10/2022
LOAN000556,CUST001054,Personal,140760.95,11.99,48,18/12/2025
LOAN000557,CUST002989,Personal,121208.05,16.93,120,2022-06-27
LOAN000558,CUST001746,Personal,15785.9,11.98,12,2021-09-15
LOAN000559,CUST002878,Home,1114134.75,13.55,240,2024-10-27
LOAN000560,CUST002174,Vehicle,166787.72,15.83,48,2023-10-17
LOAN000561,CUST002922,Personal,138732.68,20.2,12,15/11/2022
LOAN000562,CUST001626,Personal,72854.5,14.38,120,2026-02-15
LOAN000563,CUST000028,Personal,26134.36,10.55,60,24/12/2021
LOAN000564,CUST000932,Home,1302043.3,20.05,360,2023-09-09
LOAN000565,CUST001419,Vehicle,523411.76,8.67,36,2022-04-22
LOAN000566,CUST001964,Home,758034.99,19.25,120,14/01/2024
LOAN000567,CUST001610,Home,1507822.8,24.17,240,24/01/2024
LOAN000568,CUST002992,Home,572531.55,22.29,240,2021-10-29
LOAN000569,CUST001021,Personal,9441.24,8.06,48,2022-11-27
LOAN000570,CUST000571,Vehicle,596997.67,16.4,60,2022-01-17
LOAN000571,CUST002137,Personal,120908.8,16.63,120,2024-10-03
LOAN000572,CUST001191,Personal,97318.12,16.98,36,2025-03-02
LOAN000573,CUST000093,Personal,5387.06,17.08,48,2023-08-24
LOAN000574,CUST002935,Vehicle,116064.47,10.29,120,05/01/2023
LOAN000575,CUST002993,Personal,96238.44,13.19,120,19/07/2023
LOAN000576,CUST000133,Personal,104242.53,16.43,12,27/06/2024
LOAN000577,CUST000709,Vehicle,147026.93,11.12,48,2024-03-03
LOAN000578,CUST000986,Personal,35421.57,13.11,24,2023-12-30
LOAN000579,CUST002743,Vehicle,446802.5,12.23,24,2023-09-13
LOAN000580,CUST002353,Vehicle,252064.9,9.5,24,01/12/2024
LOAN000581,CUST000459,Vehicle,95670.65,22.66,60,29/09/2024
LOAN000582,CUST001580,Personal,22975.34,22.05,60,14/04/2026
LOAN000583,CUST001042,Vehicle,187297.48,14.0,12,24/08/2022
LOAN000584,CUST002377,Personal,141715.77,15.58,36,2021-10-29
LOAN000585,CUST000113,Vehicle,461878.01,9.24,60,2021-09-28
LOAN000586,CUST002113,Home,542592.18,7.56,180,2022-11-16
LOAN000587,CUST002680,Home,909730.14,18.11,120,21/11/2021
LOAN000588,CUST000800,Vehicle,131332.05,9.63,120,2022-01-23
LOAN000589,CUST000546,Vehicle,207161.97,19.0,24,2022-09-05
LOAN000590,CUST002605,Home,1232021.82,12.79,360,13/08/2024
LOAN000591,CUST002036,Home,1922899.88,24.81,240,2025-02-01
LOAN000592,CUST000437,Home,1449815.71,9.01,120,30/06/2023
LOAN000593,CUST000744,Personal,123475.35,15.56,240,2022-01-24
LOAN000594,CUST000975,Home,440175.25,7.85,120,05/03/2025
LOAN000595,CUST001929,Vehicle,447483.3,9.55,60,22/11/2025
LOAN000596,CUST000730,Personal,120894.54,18.1,24,2022-11-20
LOAN000597,CUST002707,Home,858410.52,20.22,240,2022-07-30
LOAN000598,CUST001316,Personal,52267.82,15.24,48,2025-06-06
LOAN000599,CUST002246,Personal,103689.82,11.39,240,11/04/2023
LOAN000600,CUST001332,Home,1951661.98,20.85,240,2022-12-25
LOAN000601,CUST001461,Personal,149611.45,24.34,240,01/07/2024
LOAN000602,CUST000744,Personal,120708.86,9.52,24,2025-03-05
LOAN000603,CUST000032,Personal,59942.77,23.43,12,2022-01-11
LOAN000604,CUST000029,Home,1457289.82,19.45,180,16/01/2024
LOAN000605,CUST002993,Home,479906.52,22.07,180,04/01/2025
LOAN000606,CUST002595,Vehicle,145855.83,23.27,12,29/11/2023
LOAN000607,CUST000903,Vehicle,487235.8,11.18,240,25/01/2023
LOAN000608,CUST000597,Vehicle,263438.24,16.43,240,10/01/2026
LOAN000609,CUST000962,Vehicle,478834.35,24.36,240,27/09/2022
LOAN000610,CUST002643,Home,386954.24,7.57,120,2023-02-12
LOAN000611,CUST001134,Home,1346310.1,12.94,240,27/11/2021
LOAN000612,CUST002382,Home,1744998.33,23.26,360,2022-06-27
LOAN000613,CUST001167,Vehicle,481016.19,18.88,36,29/12/2025
LOAN000614,CUST000127,Home,1988974.53,23.8,360,06/04/2022
LOAN000615,CUST002113,Personal,54427.97,13.23,60,2021-08-17
LOAN000616,CUST001491,Home,1496872.71,16.31,360,25/11/2023
LOAN000617,CUST001707,Home,679046.16,19.09,240,2023-03-18
LOAN000618,CUST002774,Home,826031.06,8.18,240,2022-06-09
LOAN000619,CUST001909,Personal,149431.41,15.6,120,12/11/2022
LOAN000620,CUST002694,Personal,132623.41,7.94,36,2021-12-11
LOAN000621,CUST000782,Home,670450.41,10.93,180,27/11/2024
LOAN000622,CUST000533,Home,1837122.97,24.1,240,06/10/2025
LOAN000623,CUST000567,Vehicle,196588.33,23.68,240,27/06/2024
LOAN000624,CUST000487,Home,1079621.28,12.45,240,03/05/2026
LOAN000625,CUST001007,Personal,43059.85,12.16,24,07/06/2024
LOAN000626,CUST002397,Personal,47342.78,11.73,12,20/12/2023
LOAN000627,CUST000610,Home,1481263.19,8.14,120,13/10/2022
LOAN000628,CUST001088,Personal,73188.21,23.8,36,07/02/2022
LOAN000629,CUST000656,Vehicle,283646.53,9.38,240,2025-08-05
LOAN000630,CUST003000,Vehicle,156686.97,20.65,120,2024-05-10
LOAN000631,CUST000692,Home,1043919.09,22.63,180,2026-06-09
LOAN000632,CUST001718,Vehicle,280825.71,17.2,36,04/09/2025
LOAN000633,CUST001394,Personal,102323.52,17.6,36,2024-02-24
LOAN000634,CUST002047,Personal,145581.16,16.17,12,22/05/2022
LOAN000635,CUST002362,Personal,38652.59,20.08,24,2022-04-15
LOAN000636,CUST002844,Home,998801.87,20.41,180,2022-01-10
LOAN000637,CUST001738,Home,1525483.61,22.98,180,2023-01-24
LOAN000638,CUST001535,Personal,142307.17,24.01,48,2025-03-09
LOAN000639,CUST000098,Home,1614540.18,23.47,360,2023-10-17
LOAN000640,CUST001036,Home,593493.87,12.88,180,2025-03-07
LOAN000641,CUST001567,Home,1108559.61,10.67,120,2026-06-08
LOAN000642,CUST000948,Vehicle,472552.78,17.73,240,2022-10-31
LOAN000643,CUST002497,Vehicle,276520.72,10.05,120,2023-12-17
LOAN000644,CUST000173,Home,1116652.7,22.57,360,2023-05-11
LOAN000645,CUST000745,Personal,79081.64,15.4,36,2021-08-19
LOAN000646,CUST000683,Home,1251421.65,23.0,360,2023-04-20
LOAN000647,CUST002842,Personal,63033.26,20.5,60,2025-01-22
LOAN000648,CUST000218,Personal,147223.36,23.19,60,13/12/2025
LOAN000649,CUST001109,Home,921647.22,16.04,180,2025-05-17
LOAN000650,CUST001087,Vehicle,90115.29,15.16,48,12/10/2025
LOAN000651,CUST002847,Home,1083754.29,11.86,360,02/01/2026
LOAN000652,CUST002855,Vehicle,309589.79,19.66,240,30/06/2024
LOAN000653,CUST001778,Home,1095774.62,9.0,120,13/02/2022
LOAN000654,CUST002453,Personal,84134.6,9.87,240,2024-12-09
LOAN000655,CUST001054,Home,421041.39,9.58,360,2025-02-23
LOAN000656,CUST001738,Personal,54532.02,8.08,60,01/09/2021
LOAN000657,CUST000305,Vehicle,85498.72,19.51,24,19/05/2026
LOAN000658,CUST002605,Home,1102315.08,8.62,240,11/10/2025
LOAN000659,CUST001076,Vehicle,537660.99,9.82,240,22/10/2024
LOAN000660,CUST001634,Personal,147532.33,21.28,240,2022-04-06
LOAN000661,CUST002279,Vehicle,369310.79,7.84,36,06/01/2024
LOAN000662,CUST002966,Personal,139989.49,19.42,60,08/10/2022
LOAN000663,CUST002968,Personal,58217.76,24.01,12,18/03/2025
LOAN000664,CUST002999,Home,684351.06,15.2,240,10/05/2026
LOAN000665,CUST002744,Home,1401798.4,8.43,120,2023-05-02
LOAN000666,CUST002771,Personal,10073.22,15.66,12,2025-03-24
LOAN000667,CUST001525,Home,915605.12,8.34,120,09/07/2022
LOAN000668,CUST000941,Vehicle,436760.33,19.74,120,2026-04-06
LOAN000669,CUST001493,Personal,16876.72,23.24,48,15/09/2024
LOAN000670,CUST002622,Home,1446546.13,11.5,240,25/04/2026
LOAN000671,CUST001043,Home,1572400.88,21.97,240,2025-11-18
LOAN000672,CUST002741,Home,1427281.24,18.78,240,2024-11-26
LOAN000673,CUST001806,Home,783162.86,12.58,180,27/12/2025
LOAN000674,CUST002510,Personal,135566.21,20.85,240,11/10/2023
LOAN000675,CUST001554,Home,972298.44,16.78,360,13/04/2026
LOAN000676,CUST001876,Personal,126434.99,12.74,12,2024-02-27
LOAN000677,CUST001127,Home,1346140.9,12.25,120,2022-11-14
LOAN000678,CUST001642,Vehicle,494421.16,10.47,60,2024-11-27
LOAN000679,CUST002529,Vehicle,251964.53,17.55,60,07/12/2025
LOAN000680,CUST001808,Personal,31485.32,20.32,24,2023-06-28
LOAN000681,CUST002123,Personal,135697.52,13.97,120,2023-08-14
LOAN000682,CUST002269,Vehicle,546475.19,19.13,60,16/06/2026
LOAN000683,CUST002363,Vehicle,206236.69,14.67,240,2023-02-01
LOAN000684,CUST001127,Personal,123716.47,19.56,120,2021-10-07
LOAN000685,CUST000635,Personal,133288.71,13.52,36,15/02/2024
LOAN000686,CUST002240,Vehicle,522812.34,21.88,36,03/04/2023
LOAN000687,CUST001155,Vehicle,153271.29,15.69,12,30/07/2024
LOAN000688,CUST001208,Vehicle,238624.49,10.54,12,2023-09-12
LOAN000689,CUST002795,Home,1119024.25,15.76,240,2023-10-21
LOAN000690,CUST002193,Personal,43026.32,8.33,36,30/04/2026
LOAN000691,CUST001827,Home,1356541.09,22.54,360,18/06/2025
LOAN000692,CUST002220,Vehicle,401702.85,16.63,60,26/12/2022
LOAN000693,CUST001208,Home,859962.01,24.32,360,2026-05-03
LOAN000694,CUST002958,Home,1860714.42,23.78,180,2024-01-08
LOAN000695,CUST000746,Home,1858796.68,19.6,360,08/12/2024
LOAN000696,CUST001544,Vehicle,382341.96,23.09,36,2023-11-10
LOAN000697,CUST001207,Personal,27212.73,15.83,36,2022-04-21
LOAN000698,CUST001476,Home,1437435.59,14.63,120,28/04/2026
LOAN000699,CUST001907,Personal,107261.39,7.99,12,19/08/2024
LOAN000700,CUST000419,Home,1181382.09,14.09,180,2024-10-31
LOAN000701,CUST000217,Vehicle,235744.71,11.21,24,22/01/2023
LOAN000702,CUST002016,Vehicle,418295.31,8.67,240,26/12/2022
LOAN000703,CUST001443,Vehicle,317415.5,14.78,240,2025-07-02
LOAN000704,CUST002014,Personal,23858.48,16.97,12,2021-08-23
LOAN000705,CUST001705,Vehicle,494932.07,8.85,48,07/10/2021
LOAN000706,CUST000949,Home,1168117.01,13.65,360,16/12/2022
LOAN000707,CUST002575,Vehicle,563648.0,22.37,24,2024-06-25
LOAN000708,CUST001773,Home,1894840.77,17.66,360,29/10/2021
LOAN000709,CUST001271,Vehicle,451670.66,10.56,60,2023-01-26
LOAN000710,CUST001345,Vehicle,313483.91,10.18,12,2023-09-07
LOAN000711,CUST002214,Personal,102128.08,17.17,60,24/10/2024
LOAN000712,CUST000653,Personal,119937.06,23.47,120,2021-07-27
LOAN000713,CUST001813,Home,1189022.29,23.67,180,20/10/2022
LOAN000714,CUST001385,Vehicle,361620.84,10.74,120,2023-04-16
LOAN000715,CUST000613,Vehicle,95111.33,7.61,24,17/12/2022
LOAN000716,CUST000030,Home,1712975.12,14.58,120,2025-10-16
LOAN000717,CUST002608,Personal,43564.17,19.75,240,02/11/2024
LOAN000718,CUST000529,Personal,54607.85,22.44,120,07/05/2025
LOAN000719,CUST000873,Home,1604075.86,13.41,240,30/04/2022
LOAN000720,CUST001894,Vehicle,569589.52,11.34,240,2021-12-27
LOAN000721,CUST001279,Personal,84858.87,19.84,12,24/11/2022
LOAN000722,CUST001190,Personal,115678.82,23.3,36,2026-06-19
LOAN000723,CUST000159,Vehicle,591193.27,12.6,120,2022-07-14
LOAN000724,CUST001474,Home,1248459.91,21.22,120,11/06/2024
LOAN000725,CUST000954,Vehicle,532111.41,16.68,48,18/12/2021
LOAN000726,CUST002749,Home,804933.95,15.0,240,2022-08-23
LOAN000727,CUST000668,Personal,32174.79,12.43,120,23/11/2023
LOAN000728,CUST002701,Home,1860633.63,22.27,120,2023-04-24
LOAN000729,CUST002429,Personal,103221.58,19.29,240,23/07/2025
LOAN000730,CUST002274,Personal,66153.14,17.85,120,2024-09-12
LOAN000731,CUST001004,Personal,17345.77,17.52,240,2023-08-24
LOAN000732,CUST001540,Vehicle,342368.36,10.0,12,2026-04-28
LOAN000733,CUST000311,Personal,56598.79,8.16,60,2022-01-18
LOAN000734,CUST000810,Personal,58066.42,13.17,240,07/11/2022
LOAN000735,CUST001888,Personal,23748.56,8.73,60,19/01/2023
LOAN000736,CUST002855,Home,1033538.78,23.45,360,04/02/2023
LOAN000737,CUST001507,Home,879065.22,7.94,240,04/05/2024
LOAN000738,CUST002307,Home,707983.84,19.86,180,2024-11-27
LOAN000739,CUST000305,Home,1173708.33,17.23,240,25/02/2023
LOAN000740,CUST000588,Personal,105003.43,21.58,36,2024-05-29
LOAN000741,CUST000305,Home,1615188.21,14.36,180,04/12/2024
LOAN000742,CUST001227,Personal,131681.6,21.98,12,19/07/2022
LOAN000743,CUST000166,Home,802947.6,21.24,180,2022-03-26
LOAN000744,CUST000830,Home,1600558.17,7.95,360,2024-04-17
LOAN000745,CUST000706,Home,620539.84,20.09,180,2023-01-18
LOAN000746,CUST002877,Personal,111984.87,10.51,12,2021-12-26
LOAN000747,CUST002359,Home,1394775.77,11.86,120,2024-05-09
LOAN000748,CUST002704,Vehicle,100168.3,10.37,120,28/08/2024
LOAN000749,CUST001960,Vehicle,447849.07,18.08,36,01/04/2024
LOAN000750,CUST001331,Personal,24762.84,12.76,24,2023-06-01
LOAN000751,CUST000467,Personal,85284.78,11.05,240,16/11/2025
LOAN000752,CUST002909,Vehicle,216232.78,13.88,60,2023-09-19
LOAN000753,CUST000721,Personal,36079.17,23.03,120,01/04/2022
LOAN000754,CUST000527,Vehicle,204392.65,9.52,240,2023-09-28
LOAN000755,CUST002899,Personal,8758.39,11.05,120,2023-02-08
LOAN000756,CUST000141,Personal,10717.85,10.33,60,2026-03-01
